,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.072577,0.037649,0.008412,0.047455,0.066504,0.092269,0.265057
dr-ibt,500.0,0.074227,0.03865,0.008412,0.048512,0.067806,0.094507,0.271161
dr-ibt (tau=0),500.0,0.11591,0.0391,0.03379,0.088337,0.111919,0.139193,0.296626
dm,500.0,0.169322,0.04546,0.071903,0.138155,0.166744,0.196761,0.342085
dr,500.0,0.072369,0.037908,8.6e-05,0.044961,0.067837,0.09258,0.276962
mrdr,500.0,0.072653,0.039018,5e-05,0.043997,0.066587,0.093815,0.291637
dr-os (oracle),500.0,0.07438,0.03701,0.005544,0.049978,0.067087,0.093768,0.269901
dr-os,500.0,0.074487,0.037178,0.005544,0.049978,0.067087,0.093768,0.273744
switch-dr (oracle),500.0,0.071472,0.034822,0.0017,0.045789,0.066995,0.093201,0.209645
switch-dr,500.0,0.073468,0.035978,0.0017,0.046331,0.068703,0.097074,0.219018
