,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.064883,0.01375,0.032577,0.055482,0.064234,0.073619,0.121013
dr-ibt,500.0,0.065047,0.013809,0.032577,0.055522,0.064234,0.073725,0.121013
dr-ibt (tau=0),500.0,0.10226,0.014941,0.063639,0.091615,0.102309,0.112045,0.158742
dm,500.0,0.157046,0.017057,0.112173,0.145154,0.155248,0.169006,0.210382
dr,500.0,0.064963,0.01477,0.027124,0.05444,0.06426,0.073735,0.128098
mrdr,500.0,0.065155,0.014429,0.030641,0.054952,0.064862,0.074612,0.12883
dr-os (oracle),500.0,0.065571,0.013376,0.029959,0.057135,0.065252,0.073783,0.108714
dr-os,500.0,0.065571,0.013376,0.029959,0.057135,0.065252,0.073783,0.108714
switch-dr (oracle),500.0,0.064466,0.013729,0.032839,0.054549,0.063812,0.073264,0.116982
switch-dr,500.0,0.065236,0.014002,0.032839,0.054866,0.064417,0.074559,0.120555
