,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.069163,0.036392,0.001349,0.042381,0.065181,0.089032,0.214913
dr-ibt,500.0,0.070667,0.037557,0.001349,0.042674,0.067486,0.090012,0.227022
dr-ibt (tau=0),500.0,0.113814,0.038078,0.017331,0.085868,0.110797,0.136287,0.249365
dm,500.0,0.169095,0.04873,0.048454,0.134334,0.166847,0.200688,0.344032
dr,500.0,0.069001,0.037084,0.002504,0.041455,0.065396,0.088362,0.26586
mrdr,500.0,0.068761,0.037522,0.001545,0.041713,0.064572,0.087052,0.236241
dr-os (oracle),500.0,0.072908,0.037496,0.007533,0.045459,0.067797,0.09531,0.215184
dr-os,500.0,0.072922,0.037529,0.007533,0.045459,0.067797,0.09531,0.215184
switch-dr (oracle),500.0,0.069864,0.036119,0.00573,0.042479,0.066044,0.090487,0.195235
switch-dr,500.0,0.071213,0.037201,0.006516,0.042962,0.066467,0.094241,0.222452
