,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.055725,0.022984,0.005016,0.037604,0.054156,0.070532,0.131381
dr-ibt,500.0,0.056322,0.023682,0.005016,0.037794,0.054459,0.071192,0.137357
dr-ibt (tau=0),500.0,0.102058,0.025196,0.04469,0.082719,0.102186,0.11884,0.191758
dm,500.0,0.156062,0.030939,0.073321,0.134717,0.153663,0.175705,0.250236
dr,500.0,0.056181,0.025188,0.000447,0.039336,0.052447,0.07039,0.162328
mrdr,500.0,0.056533,0.025259,0.002335,0.039436,0.053152,0.06996,0.17318
dr-os (oracle),500.0,0.058988,0.022255,0.00933,0.043155,0.057094,0.074275,0.122979
dr-os,500.0,0.059196,0.022831,0.00933,0.043155,0.057094,0.074616,0.173473
switch-dr (oracle),500.0,0.054875,0.022089,0.005932,0.037935,0.051142,0.068886,0.126161
switch-dr,500.0,0.055511,0.022296,0.005932,0.038588,0.051684,0.069635,0.127443
