,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000666,0.001443,0.0,3.4e-05,0.000141,0.000519,0.017303
dr-ibt,500.0,0.001683,0.002279,0.0,0.000176,0.000781,0.002438,0.017303
dr-ibt (tau=0),500.0,0.043168,0.014432,0.009993,0.032237,0.042097,0.053143,0.102027
dm,500.0,0.159798,0.029427,0.086388,0.138516,0.158992,0.179682,0.253738
dr,500.0,0.001683,0.002279,0.0,0.000176,0.000781,0.002438,0.017303
mrdr,500.0,0.000504,0.000714,0.0,5.1e-05,0.000223,0.000658,0.00535
dr-os (oracle),500.0,0.000846,0.001562,0.0,3.1e-05,0.000261,0.000935,0.018156
dr-os,500.0,0.001629,0.002197,0.0,0.00016,0.00078,0.002305,0.018156
switch-dr (oracle),500.0,0.000917,0.001518,0.0,6.4e-05,0.000303,0.001216,0.017303
switch-dr,500.0,0.001683,0.002279,0.0,0.000176,0.000781,0.002438,0.017303
