,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.06671,0.014408,0.033168,0.056225,0.0659,0.076453,0.11298
dr-ibt,500.0,0.06679,0.01443,0.033168,0.056374,0.066146,0.076556,0.11298
dr-ibt (tau=0),500.0,0.114778,0.016106,0.073303,0.1036,0.114082,0.12511,0.16269
dm,500.0,0.175147,0.017016,0.12811,0.162879,0.17466,0.186423,0.22945
dr,500.0,0.065756,0.013732,0.030457,0.056542,0.065386,0.074995,0.114269
mrdr,500.0,0.065784,0.013379,0.033091,0.0564,0.065546,0.074605,0.114884
dr-os (oracle),500.0,0.066938,0.013167,0.034307,0.057958,0.065622,0.075416,0.111942
dr-os,500.0,0.066938,0.013167,0.034307,0.057958,0.065622,0.075416,0.111942
switch-dr (oracle),500.0,0.06658,0.013682,0.033142,0.056977,0.06562,0.076745,0.110677
switch-dr,500.0,0.066725,0.013667,0.033142,0.057002,0.065766,0.076887,0.110677
