,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.079927,0.040591,0.00739,0.051358,0.07246,0.101642,0.346093
dr-ibt,500.0,0.081506,0.042325,0.00739,0.05329,0.073732,0.103017,0.376108
dr-ibt (tau=0),500.0,0.127811,0.040432,0.049945,0.098275,0.124665,0.150375,0.358469
dm,500.0,0.183541,0.045153,0.061373,0.153306,0.18328,0.210095,0.326199
dr,500.0,0.078597,0.039473,0.005384,0.050573,0.074787,0.101147,0.229466
mrdr,500.0,0.078328,0.040791,0.009035,0.047826,0.072194,0.101751,0.231798
dr-os (oracle),500.0,0.08294,0.03992,0.000188,0.05594,0.07665,0.104315,0.256636
dr-os,500.0,0.083046,0.040033,0.000188,0.05594,0.07665,0.104315,0.256636
switch-dr (oracle),500.0,0.081044,0.039923,0.002831,0.052355,0.074806,0.103473,0.278354
switch-dr,500.0,0.083213,0.041416,0.002831,0.053605,0.076095,0.106734,0.278354
