,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000476,0.00146,0.0,2e-06,1.8e-05,0.000156,0.013124
dr-ibt,500.0,0.005523,0.008076,0.0,0.000538,0.002456,0.007034,0.066092
dr-ibt (tau=0),500.0,0.00362,0.003856,0.0,0.000544,0.002372,0.005392,0.019861
dm,500.0,0.004317,0.004638,0.0,0.000884,0.002773,0.005997,0.02892
dr,500.0,0.012116,0.071437,0.0,0.000491,0.002507,0.006705,1.0
mrdr,500.0,0.011708,0.068852,0.0,0.000641,0.002536,0.007034,1.0
dr-os (oracle),500.0,0.00049,0.001374,0.0,7e-06,4.5e-05,0.000173,0.01149
dr-os,500.0,0.00424,0.005377,0.0,0.000427,0.002149,0.005965,0.03014
switch-dr (oracle),500.0,0.000445,0.001122,0.0,8e-06,5.9e-05,0.000301,0.010236
switch-dr,500.0,0.014448,0.091289,0.0,0.000475,0.00229,0.006525,1.0
