,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00141,0.001906,0.0,3.8e-05,0.000692,0.001951,0.013444
dr-ibt,500.0,0.002004,0.002424,0.0,0.000211,0.001164,0.002888,0.013632
dr-ibt (tau=0),500.0,0.033124,0.018258,0.000919,0.019724,0.030796,0.043572,0.108026
dm,500.0,0.004551,0.002555,0.0,0.002708,0.004175,0.006019,0.015748
dr,500.0,0.002065,0.002635,0.0,0.000243,0.001124,0.002928,0.019623
mrdr,500.0,0.00204,0.00259,0.0,0.000216,0.001139,0.003029,0.020401
dr-os (oracle),500.0,0.000107,0.000259,0.0,7e-06,3.2e-05,9.2e-05,0.002584
dr-os,500.0,0.001668,0.001981,0.0,0.000211,0.000913,0.002544,0.015148
switch-dr (oracle),500.0,0.00016,0.000317,0.0,8e-06,4.8e-05,0.000162,0.003071
switch-dr,500.0,0.001937,0.002376,0.0,0.000301,0.001122,0.002701,0.015372
