,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.008229,0.016243,0.0,4.6e-05,0.000778,0.008785,0.129846
dr-ibt,500.0,0.022293,0.029363,0.0,0.002362,0.010314,0.033148,0.189498
dr-ibt (tau=0),500.0,0.033345,0.029664,0.0,0.009778,0.025715,0.05033,0.156105
dm,500.0,0.051118,0.032448,9.7e-05,0.026237,0.046482,0.072672,0.16746
dr,500.0,0.021402,0.028871,0.0,0.002539,0.010149,0.029856,0.218493
mrdr,500.0,0.022978,0.031412,0.0,0.002591,0.010733,0.032254,0.219642
dr-os (oracle),500.0,0.009467,0.018847,0.0,0.000137,0.000887,0.009681,0.130705
dr-os,500.0,0.020095,0.026439,1e-06,0.002409,0.009773,0.027861,0.170724
switch-dr (oracle),500.0,0.008767,0.016683,0.0,0.000303,0.002179,0.008634,0.129878
switch-dr,500.0,0.021402,0.028871,0.0,0.002539,0.010149,0.029856,0.218493
