,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.009205,0.016644,0.0,8.7e-05,0.001373,0.0106,0.123471
dr-ibt,500.0,0.0229,0.030596,0.0,0.00225,0.010298,0.030643,0.201591
dr-ibt (tau=0),500.0,0.032699,0.028666,1e-06,0.01048,0.025275,0.046949,0.156683
dm,500.0,0.050871,0.030462,1e-05,0.027495,0.046867,0.066232,0.162763
dr,500.0,0.021357,0.053527,0.0,0.001934,0.008256,0.026141,1.0
mrdr,500.0,0.022361,0.054181,1e-06,0.001982,0.008544,0.027687,1.0
dr-os (oracle),500.0,0.010019,0.018521,0.0,0.000115,0.001173,0.011156,0.132346
dr-os,500.0,0.018041,0.025265,0.0,0.001788,0.008053,0.025149,0.172643
switch-dr (oracle),500.0,0.009572,0.017034,0.0,0.000388,0.002081,0.010402,0.116762
switch-dr,500.0,0.021357,0.053527,0.0,0.001934,0.008256,0.026141,1.0
