,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.007619,0.014385,0.0,2.4e-05,0.000887,0.008978,0.108757
dr-ibt,500.0,0.016181,0.021943,0.0,0.001434,0.00748,0.022611,0.143088
dr-ibt (tau=0),500.0,0.031275,0.037996,0.0,0.00354,0.016324,0.045617,0.218349
dm,500.0,0.008304,0.010858,3e-06,0.00108,0.00412,0.010865,0.066825
dr,500.0,0.016767,0.02288,1e-06,0.001682,0.00772,0.022157,0.174547
mrdr,500.0,0.021374,0.030218,0.0,0.002474,0.009558,0.026456,0.256949
dr-os (oracle),500.0,0.003435,0.007236,0.0,2.5e-05,0.000226,0.003424,0.045466
dr-os,500.0,0.015914,0.02507,0.0,0.001619,0.007438,0.020574,0.303868
switch-dr (oracle),500.0,0.002499,0.005703,0.0,2e-05,0.000295,0.00205,0.049456
switch-dr,500.0,0.018407,0.038576,0.0,0.001707,0.007406,0.021419,0.644322
