,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,7e-05,0.000312,0.0,0.0,2e-06,9e-06,0.004112
dr-ibt,500.0,0.001317,0.001836,0.0,0.000125,0.000598,0.001768,0.010741
dr-ibt (tau=0),500.0,0.004856,0.005758,0.0,0.000886,0.002821,0.006979,0.038877
dm,500.0,0.049546,0.008345,0.029837,0.043733,0.049111,0.054746,0.083472
dr,500.0,0.001484,0.002127,0.0,0.000158,0.000659,0.001894,0.014395
mrdr,500.0,0.001159,0.001713,0.0,0.000103,0.000467,0.001468,0.017157
dr-os (oracle),500.0,0.000529,0.001142,0.0,2.2e-05,0.000114,0.000444,0.008776
dr-os,500.0,0.001249,0.001741,0.0,0.000129,0.000517,0.001633,0.012406
switch-dr (oracle),500.0,0.000453,0.000973,0.0,2.2e-05,0.000118,0.000381,0.008234
switch-dr,500.0,0.001484,0.002127,0.0,0.000158,0.000659,0.001894,0.014395
