,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,7.6e-05,0.000255,0.0,2e-06,1.1e-05,4.4e-05,0.003316
dr-ibt,500.0,0.001995,0.002695,0.0,0.000206,0.000983,0.002444,0.016474
dr-ibt (tau=0),500.0,0.002756,0.002,0.0,0.001333,0.002353,0.003775,0.011056
dm,500.0,0.003779,0.002314,4e-06,0.00206,0.003446,0.005049,0.014793
dr,500.0,0.003154,0.011062,0.0,0.00025,0.001095,0.002612,0.129237
mrdr,500.0,0.002876,0.01119,0.0,0.00027,0.001078,0.002703,0.18583
dr-os (oracle),500.0,9e-05,0.000224,0.0,4e-06,2.6e-05,7.9e-05,0.002477
dr-os,500.0,0.001583,0.002013,0.0,0.000166,0.000847,0.002185,0.013797
switch-dr (oracle),500.0,0.000136,0.000219,0.0,7e-06,5.2e-05,0.00018,0.001783
switch-dr,500.0,0.002381,0.004907,0.0,0.000342,0.001214,0.002959,0.06835
