,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,4.3e-05,0.000154,0.0,1e-06,5e-06,2.7e-05,0.002393
dr-ibt,500.0,0.002923,0.003313,0.0,0.000507,0.001803,0.00429,0.0237
dr-ibt (tau=0),500.0,0.001974,0.001565,0.0,0.000718,0.001632,0.002835,0.007911
dm,500.0,0.00283,0.001971,0.0,0.001379,0.002472,0.003822,0.011744
dr,500.0,0.003656,0.008531,0.0,0.00045,0.001846,0.004265,0.107149
mrdr,500.0,0.003875,0.009503,0.0,0.00053,0.001946,0.004188,0.115723
dr-os (oracle),500.0,8.1e-05,0.000245,0.0,5e-06,2.6e-05,6.8e-05,0.002906
dr-os,500.0,0.002384,0.002575,0.0,0.000463,0.001517,0.003364,0.018638
switch-dr (oracle),500.0,9.3e-05,0.000253,0.0,5e-06,3.2e-05,9.9e-05,0.004387
switch-dr,500.0,0.003648,0.007842,0.0,0.000432,0.001791,0.004137,0.098197
