,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.003082,0.006246,0.0,5e-06,0.000245,0.003158,0.054845
dr-ibt,500.0,0.008548,0.01061,0.0,0.001087,0.004243,0.012449,0.060873
dr-ibt (tau=0),500.0,0.012098,0.015959,0.0,0.001357,0.005879,0.016288,0.101487
dm,500.0,0.007364,0.008269,0.0,0.001126,0.004414,0.010705,0.060893
dr,500.0,0.008713,0.018153,0.0,0.000737,0.003781,0.009987,0.305543
mrdr,500.0,0.010862,0.02407,0.0,0.001026,0.004773,0.011663,0.408955
dr-os (oracle),500.0,0.002013,0.004276,0.0,1.5e-05,0.000132,0.002081,0.035473
dr-os,500.0,0.006812,0.010227,0.0,0.000711,0.003101,0.009149,0.081768
switch-dr (oracle),500.0,0.001263,0.002869,0.0,1.6e-05,0.000128,0.000802,0.023311
switch-dr,500.0,0.008162,0.01504,0.0,0.000741,0.003574,0.009872,0.217741
