,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001203,0.001918,0.0,8e-06,0.000337,0.001734,0.014067
dr-ibt,500.0,0.003197,0.003716,0.0,0.000452,0.001758,0.0047,0.022226
dr-ibt (tau=0),500.0,0.007103,0.006997,0.0,0.001593,0.00497,0.010746,0.047175
dm,500.0,0.003867,0.003206,2e-06,0.001384,0.003019,0.005629,0.018357
dr,500.0,0.003,0.004035,0.0,0.000321,0.00157,0.004408,0.050654
mrdr,500.0,0.003096,0.003956,0.0,0.00044,0.001654,0.004469,0.036502
dr-os (oracle),500.0,0.000169,0.000498,0.0,1e-05,3.5e-05,0.000107,0.00573
dr-os,500.0,0.002604,0.00312,0.0,0.000366,0.001512,0.00369,0.020447
switch-dr (oracle),500.0,0.000203,0.000457,0.0,1e-05,5.5e-05,0.000191,0.004683
switch-dr,500.0,0.003205,0.004593,0.0,0.000274,0.001907,0.004444,0.060011
