,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.003636,0.007926,0.0,9e-06,0.000157,0.003297,0.067751
dr-ibt,500.0,0.009982,0.014654,0.0,0.000907,0.004303,0.013281,0.099973
dr-ibt (tau=0),500.0,0.022309,0.020063,1e-06,0.005642,0.017991,0.032904,0.11867
dm,500.0,0.04931,0.021192,5.7e-05,0.034816,0.047572,0.063309,0.130986
dr,500.0,0.014829,0.064202,0.0,0.001361,0.004884,0.014778,1.0
mrdr,500.0,0.014585,0.064422,0.0,0.001092,0.004638,0.013731,1.0
dr-os (oracle),500.0,0.004538,0.009099,0.0,7.8e-05,0.00059,0.004416,0.068646
dr-os,500.0,0.009861,0.012858,0.0,0.001227,0.004641,0.013262,0.074383
switch-dr (oracle),500.0,0.004212,0.008208,0.0,0.00011,0.000751,0.004321,0.067924
switch-dr,500.0,0.014829,0.064202,0.0,0.001361,0.004884,0.014778,1.0
