,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000578,0.001185,0.0,1.4e-05,8.1e-05,0.000595,0.011936
dr-ibt,500.0,0.001004,0.00138,0.0,0.000128,0.000501,0.001208,0.009211
dr-ibt (tau=0),500.0,0.016693,0.010515,2e-06,0.010968,0.01495,0.019073,0.097007
dm,500.0,0.049677,0.008008,0.030742,0.044107,0.049102,0.055083,0.074121
dr,500.0,0.002241,0.007745,0.0,0.000128,0.00054,0.001867,0.082986
mrdr,500.0,0.001822,0.007853,0.0,8.4e-05,0.000382,0.001141,0.090274
dr-os (oracle),500.0,0.000854,0.001523,0.0,1.9e-05,0.000161,0.000905,0.010346
dr-os,500.0,0.00124,0.001712,0.0,0.000121,0.000544,0.001644,0.010346
switch-dr (oracle),500.0,0.000783,0.001364,0.0,3.9e-05,0.000225,0.000885,0.009636
switch-dr,500.0,0.002241,0.007745,0.0,0.000128,0.00054,0.001867,0.082986
