,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001617,0.004156,0.0,6e-06,8.9e-05,0.001091,0.047329
dr-ibt,500.0,0.007949,0.011121,0.0,0.000986,0.003323,0.010217,0.072079
dr-ibt (tau=0),500.0,0.007209,0.008179,0.0,0.001351,0.004593,0.01025,0.051336
dm,500.0,0.007943,0.008797,0.0,0.001282,0.005277,0.011381,0.051205
dr,500.0,0.009296,0.029011,0.0,0.000599,0.003155,0.010039,0.399821
mrdr,500.0,0.009422,0.02358,0.0,0.001016,0.003733,0.010667,0.400458
dr-os (oracle),500.0,0.002208,0.004384,0.0,2.4e-05,0.000165,0.00207,0.028121
dr-os,500.0,0.006675,0.008968,0.0,0.000783,0.003291,0.009244,0.059138
switch-dr (oracle),500.0,0.001691,0.004157,0.0,2.5e-05,0.000204,0.001335,0.046924
switch-dr,500.0,0.007707,0.030072,0.0,0.000625,0.002528,0.008109,0.616883
