,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.004333,0.008257,0.0,1e-05,0.000333,0.004579,0.052512
dr-ibt,500.0,0.008561,0.010565,0.0,0.00102,0.004471,0.012403,0.06778
dr-ibt (tau=0),500.0,0.02771,0.032583,0.0,0.004229,0.014355,0.04187,0.167104
dm,500.0,0.007262,0.008104,0.0,0.001253,0.004179,0.010904,0.0519
dr,500.0,0.009177,0.020707,0.0,0.001008,0.00352,0.011364,0.395236
mrdr,500.0,0.010689,0.020735,0.0,0.001223,0.004905,0.012974,0.373034
dr-os (oracle),500.0,0.0022,0.00467,0.0,2.8e-05,0.000201,0.001706,0.036192
dr-os,500.0,0.007129,0.00947,0.0,0.000759,0.003905,0.009573,0.065732
switch-dr (oracle),500.0,0.001745,0.004391,0.0,1.4e-05,0.000121,0.000963,0.032646
switch-dr,500.0,0.00899,0.022592,0.0,0.000789,0.003565,0.010521,0.433878
