,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000356,0.000845,0.0,4e-06,3.6e-05,0.000249,0.007148
dr-ibt,500.0,0.002066,0.002766,0.0,0.000252,0.00091,0.002764,0.0157
dr-ibt (tau=0),500.0,0.004801,0.003282,3e-06,0.002204,0.004382,0.006609,0.01829
dm,500.0,0.006289,0.003798,8e-06,0.0035,0.005737,0.008545,0.018793
dr,500.0,0.001966,0.006974,0.0,0.000149,0.000663,0.002026,0.115158
mrdr,500.0,0.001785,0.005414,0.0,0.000119,0.000654,0.002129,0.102258
dr-os (oracle),500.0,0.00048,0.00126,0.0,9e-06,4.5e-05,0.000249,0.01172
dr-os,500.0,0.001497,0.002132,0.0,0.000143,0.000668,0.001945,0.016018
switch-dr (oracle),500.0,0.000397,0.000966,0.0,1.3e-05,7.5e-05,0.000278,0.008811
switch-dr,500.0,0.002,0.004222,0.0,0.000148,0.000742,0.002291,0.05998
