,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001139,0.002266,0.0,1.1e-05,0.00014,0.001252,0.020282
dr-ibt,500.0,0.002774,0.004225,0.0,0.000325,0.001135,0.003737,0.032499
dr-ibt (tau=0),500.0,0.014772,0.010226,0.000983,0.007148,0.011845,0.019805,0.063463
dm,500.0,0.055241,0.010936,0.026253,0.047168,0.054473,0.06278,0.089545
dr,500.0,0.005553,0.032994,0.0,0.000292,0.00129,0.003652,0.49601
mrdr,500.0,0.004919,0.033482,0.0,0.000173,0.000878,0.002471,0.532124
dr-os (oracle),500.0,0.0022,0.003579,0.0,6.5e-05,0.00054,0.002828,0.02218
dr-os,500.0,0.002687,0.00367,0.0,0.000278,0.001197,0.003652,0.02218
switch-dr (oracle),500.0,0.00192,0.003303,0.0,7e-05,0.000523,0.002168,0.020925
switch-dr,500.0,0.005553,0.032994,0.0,0.000292,0.00129,0.003652,0.49601
