,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.003507,0.008847,0.0,4e-06,0.000117,0.002279,0.081589
dr-ibt,500.0,0.018106,0.026109,0.0,0.002275,0.008078,0.02156,0.20537
dr-ibt (tau=0),500.0,0.009805,0.012966,0.0,0.001212,0.004915,0.013275,0.084623
dm,500.0,0.009822,0.012788,0.0,0.001057,0.005018,0.013947,0.078773
dr,500.0,0.017628,0.028815,1e-06,0.001278,0.006954,0.02012,0.259434
mrdr,500.0,0.02286,0.055414,0.0,0.001772,0.007339,0.02448,1.0
dr-os (oracle),500.0,0.00406,0.008902,0.0,3.5e-05,0.000363,0.003347,0.060348
dr-os,500.0,0.015995,0.022615,0.0,0.001501,0.007369,0.021899,0.164642
switch-dr (oracle),500.0,0.002693,0.00722,0.0,2.6e-05,0.000217,0.001539,0.075869
switch-dr,500.0,0.021711,0.034803,0.0,0.001499,0.008744,0.025754,0.31808
