,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00196,0.003913,0.0,2e-06,0.000116,0.001849,0.024096
dr-ibt,500.0,0.00974,0.011508,0.0,0.001331,0.00522,0.01512,0.054426
dr-ibt (tau=0),500.0,0.005158,0.006629,0.0,0.000546,0.002797,0.007188,0.035669
dm,500.0,0.004972,0.006712,0.0,0.000501,0.002509,0.006569,0.053449
dr,500.0,0.010249,0.013135,0.0,0.001295,0.005476,0.013826,0.078735
mrdr,500.0,0.012624,0.016539,0.0,0.001398,0.006981,0.017064,0.1161
dr-os (oracle),500.0,0.00168,0.004527,0.0,1.5e-05,0.000101,0.000966,0.048273
dr-os,500.0,0.011549,0.017194,1e-06,0.001108,0.004644,0.015105,0.117524
switch-dr (oracle),500.0,0.00085,0.002451,0.0,9e-06,9.5e-05,0.0005,0.033175
switch-dr,500.0,0.011408,0.018528,2e-06,0.001011,0.004681,0.014527,0.17842
