,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.011737,0.020156,0.0,0.000119,0.002127,0.014671,0.147886
dr-ibt,500.0,0.026963,0.037522,0.0,0.002732,0.010417,0.037221,0.221465
dr-ibt (tau=0),500.0,0.043655,0.031478,2e-06,0.019262,0.038617,0.060071,0.175748
dm,500.0,0.057474,0.032985,0.000123,0.033392,0.054264,0.077301,0.183916
dr,500.0,0.023107,0.051614,0.0,0.002261,0.011005,0.029769,1.0
mrdr,500.0,0.024645,0.052878,3e-06,0.002397,0.011948,0.030666,1.0
dr-os (oracle),500.0,0.01315,0.022282,0.0,0.000162,0.001727,0.016645,0.149736
dr-os,500.0,0.020247,0.025855,0.0,0.002118,0.010156,0.028064,0.173408
switch-dr (oracle),500.0,0.011959,0.020444,0.0,0.000444,0.002294,0.013653,0.148881
switch-dr,500.0,0.023107,0.051614,0.0,0.002261,0.011005,0.029769,1.0
