,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.009963,0.017901,0.0,3.4e-05,0.001547,0.01201,0.113587
dr-ibt,500.0,0.02484,0.033188,0.0,0.003367,0.012004,0.031686,0.284853
dr-ibt (tau=0),500.0,0.03371,0.030891,1e-06,0.008596,0.026451,0.049085,0.161003
dm,500.0,0.056621,0.03118,0.000267,0.0326,0.053781,0.077033,0.166184
dr,500.0,0.020421,0.050578,0.0,0.00192,0.009117,0.025854,1.0
mrdr,500.0,0.020895,0.03054,0.0,0.001956,0.008798,0.027914,0.212748
dr-os (oracle),500.0,0.011561,0.020007,0.0,0.000168,0.001708,0.0138,0.129315
dr-os,500.0,0.018041,0.024197,0.0,0.001964,0.009023,0.02514,0.159811
switch-dr (oracle),500.0,0.010184,0.017318,0.0,0.000322,0.001949,0.012082,0.112135
switch-dr,500.0,0.020421,0.050578,0.0,0.00192,0.009117,0.025854,1.0
