,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.004126,0.008497,0.0,8.3e-05,0.000614,0.003818,0.066782
dr-ibt,500.0,0.008941,0.012377,0.0,0.000961,0.003899,0.011658,0.075519
dr-ibt (tau=0),500.0,0.036678,0.019476,0.001823,0.021609,0.034163,0.047776,0.128452
dm,500.0,0.046382,0.021088,0.005585,0.030921,0.044664,0.060287,0.13992
dr,500.0,0.008324,0.011158,0.0,0.000949,0.003962,0.011547,0.067305
mrdr,500.0,0.008035,0.010975,0.0,0.000708,0.003973,0.010759,0.092939
dr-os (oracle),500.0,0.004349,0.008921,0.0,6.2e-05,0.000511,0.004268,0.067441
dr-os,500.0,0.008154,0.010983,0.0,0.000919,0.004023,0.010945,0.067441
switch-dr (oracle),500.0,0.004465,0.008436,0.0,0.000265,0.001156,0.004458,0.065037
switch-dr,500.0,0.008324,0.011158,0.0,0.000949,0.003962,0.011547,0.067305
