,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00101,0.002545,0.0,4e-06,4.8e-05,0.000464,0.021817
dr-ibt,500.0,0.004401,0.006066,0.0,0.00049,0.002013,0.005905,0.040939
dr-ibt (tau=0),500.0,0.005453,0.00549,1e-06,0.001564,0.003672,0.00798,0.034496
dm,500.0,0.00754,0.006263,3e-06,0.00278,0.005804,0.011273,0.038732
dr,500.0,0.006104,0.040343,0.0,0.000344,0.001686,0.004628,0.727486
mrdr,500.0,0.009176,0.064749,0.0,0.000492,0.002095,0.005489,1.0
dr-os (oracle),500.0,0.001327,0.00297,0.0,1.4e-05,8.6e-05,0.001109,0.024327
dr-os,500.0,0.003735,0.005189,0.0,0.000418,0.001757,0.004988,0.045944
switch-dr (oracle),500.0,0.001103,0.002654,0.0,2e-05,0.000107,0.000672,0.024354
switch-dr,500.0,0.006957,0.051084,0.0,0.000365,0.001592,0.005256,0.969899
