,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000498,0.000889,0.0,1.4e-05,9.8e-05,0.000568,0.006756
dr-ibt,500.0,0.000976,0.001207,0.0,0.000116,0.000455,0.001397,0.008097
dr-ibt (tau=0),500.0,0.155942,0.027117,0.076107,0.137459,0.157976,0.176531,0.211333
dm,500.0,0.04704,0.007517,0.027906,0.041325,0.046779,0.051954,0.076162
dr,500.0,0.001032,0.001441,0.0,0.0001,0.000516,0.001296,0.011414
mrdr,500.0,0.000757,0.001047,0.0,7e-05,0.000353,0.000947,0.006619
dr-os (oracle),500.0,0.000516,0.001033,0.0,1.2e-05,8.6e-05,0.000455,0.007395
dr-os,500.0,0.000983,0.00136,0.0,0.000101,0.000468,0.00126,0.01032
switch-dr (oracle),500.0,0.000586,0.00097,0.0,2.9e-05,0.0002,0.000787,0.00707
switch-dr,500.0,0.001032,0.001441,0.0,0.0001,0.000516,0.001296,0.011414
