,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.004079,0.006704,0.0,4.1e-05,0.001079,0.00469,0.044166
dr-ibt,500.0,0.005811,0.007774,0.0,0.000728,0.00288,0.007747,0.047608
dr-ibt (tau=0),500.0,0.044531,0.041307,2e-06,0.011832,0.032718,0.06468,0.209357
dm,500.0,0.003261,0.00383,0.0,0.000466,0.0019,0.004444,0.026576
dr,500.0,0.00664,0.008681,0.0,0.000602,0.002919,0.009558,0.046102
mrdr,500.0,0.006684,0.008924,1e-06,0.000753,0.003033,0.009286,0.057909
dr-os (oracle),500.0,0.000447,0.001397,0.0,6e-06,4.2e-05,0.00018,0.019803
dr-os,500.0,0.006276,0.008333,0.0,0.000618,0.002796,0.008586,0.046108
switch-dr (oracle),500.0,0.000315,0.00092,0.0,8e-06,5.3e-05,0.000212,0.009352
switch-dr,500.0,0.006788,0.00956,0.0,0.000682,0.002859,0.009344,0.067885
