,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000365,0.001179,0.0,3e-06,1.8e-05,0.000103,0.011144
dr-ibt,500.0,0.002351,0.00323,0.0,0.00029,0.001109,0.003125,0.021777
dr-ibt (tau=0),500.0,0.011037,0.01064,3e-06,0.003643,0.007472,0.015934,0.070414
dm,500.0,0.049318,0.01104,0.02054,0.042124,0.048643,0.056523,0.081364
dr,500.0,0.005752,0.027288,0.0,0.00031,0.001536,0.003953,0.334791
mrdr,500.0,0.003679,0.019829,0.0,0.000212,0.001037,0.002929,0.294734
dr-os (oracle),500.0,0.000997,0.00209,0.0,2.5e-05,0.00015,0.000843,0.014587
dr-os,500.0,0.002726,0.00404,0.0,0.000279,0.001303,0.003337,0.042791
switch-dr (oracle),500.0,0.000918,0.001899,0.0,3.9e-05,0.000208,0.00081,0.013991
switch-dr,500.0,0.005752,0.027288,0.0,0.00031,0.001536,0.003953,0.334791
