,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000957,0.001842,0.0,2.6e-05,0.000167,0.000844,0.013199
dr-ibt,500.0,0.001984,0.003141,0.0,0.000181,0.000917,0.002382,0.02917
dr-ibt (tau=0),500.0,0.023152,0.012011,0.004003,0.013311,0.020833,0.031622,0.061799
dm,500.0,0.04673,0.010582,0.022375,0.039065,0.046382,0.053462,0.085391
dr,500.0,0.002158,0.003061,0.0,0.000228,0.000977,0.002794,0.020658
mrdr,500.0,0.001615,0.002244,0.0,0.000135,0.000775,0.002209,0.017615
dr-os (oracle),500.0,0.001091,0.002192,0.0,2.5e-05,0.000154,0.000865,0.015984
dr-os,500.0,0.002079,0.002953,0.0,0.000216,0.000851,0.002632,0.019068
switch-dr (oracle),500.0,0.001162,0.002051,0.0,3.7e-05,0.000317,0.001302,0.014743
switch-dr,500.0,0.002158,0.003061,0.0,0.000228,0.000977,0.002794,0.020658
