,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.003229,0.007179,0.0,6e-06,0.000196,0.002673,0.05765
dr-ibt,500.0,0.014777,0.019721,0.0,0.001967,0.007419,0.020304,0.128784
dr-ibt (tau=0),500.0,0.008511,0.010933,0.0,0.001021,0.004506,0.011727,0.074412
dm,500.0,0.009563,0.011832,0.0,0.001074,0.005399,0.01392,0.066521
dr,500.0,0.017257,0.025791,0.0,0.001871,0.007687,0.020735,0.161938
mrdr,500.0,0.021384,0.029841,0.0,0.002818,0.010114,0.02687,0.255775
dr-os (oracle),500.0,0.003232,0.006522,0.0,2.6e-05,0.000296,0.00261,0.045628
dr-os,500.0,0.016421,0.025468,0.0,0.001493,0.006408,0.018709,0.180242
switch-dr (oracle),500.0,0.002637,0.007717,0.0,2.1e-05,0.000282,0.001592,0.081395
switch-dr,500.0,0.019792,0.032674,0.0,0.002227,0.008846,0.022583,0.349671
