,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.005875,0.010515,0.0,5.7e-05,0.001032,0.007716,0.080145
dr-ibt,500.0,0.013256,0.019374,0.0,0.001211,0.005746,0.017176,0.139842
dr-ibt (tau=0),500.0,0.026379,0.020402,0.0,0.010425,0.022043,0.038369,0.107401
dm,500.0,0.056016,0.023355,0.007608,0.036852,0.054139,0.072006,0.120399
dr,500.0,0.014109,0.063774,0.0,0.001414,0.005351,0.014223,1.0
mrdr,500.0,0.013691,0.063852,0.0,0.001044,0.00504,0.013553,1.0
dr-os (oracle),500.0,0.006789,0.011683,0.0,0.00013,0.001178,0.008135,0.080266
dr-os,500.0,0.009805,0.012113,0.0,0.001364,0.005223,0.014193,0.080266
switch-dr (oracle),500.0,0.006302,0.010782,0.0,0.000264,0.001433,0.007117,0.080057
switch-dr,500.0,0.014109,0.063774,0.0,0.001414,0.005351,0.014223,1.0
