,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.005702,0.012175,0.0,1.1e-05,0.000464,0.005207,0.08602
dr-ibt,500.0,0.016331,0.022421,0.0,0.001462,0.006891,0.022325,0.157675
dr-ibt (tau=0),500.0,0.01689,0.023228,0.0,0.001929,0.007098,0.022126,0.192412
dm,500.0,0.01158,0.013478,2e-06,0.001749,0.006702,0.016965,0.077059
dr,500.0,0.014391,0.020446,0.0,0.001374,0.007144,0.018929,0.171118
mrdr,500.0,0.016974,0.024642,0.0,0.001573,0.007846,0.020353,0.161597
dr-os (oracle),500.0,0.004202,0.008871,0.0,3.5e-05,0.000365,0.004415,0.082006
dr-os,500.0,0.014493,0.019816,0.0,0.00152,0.006758,0.019303,0.131829
switch-dr (oracle),500.0,0.003889,0.009021,0.0,4.8e-05,0.000515,0.00317,0.06811
switch-dr,500.0,0.01784,0.049239,0.0,0.00202,0.007701,0.020505,1.0
