,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001247,0.001897,0.0,3e-05,0.000433,0.001775,0.011764
dr-ibt,500.0,0.002018,0.002828,0.0,0.000255,0.000951,0.002814,0.027518
dr-ibt (tau=0),500.0,0.034016,0.019621,1e-06,0.019697,0.031647,0.044305,0.112259
dm,500.0,0.005408,0.002966,2e-05,0.003166,0.004997,0.007129,0.016361
dr,500.0,0.001976,0.002833,0.0,0.000221,0.000958,0.002522,0.02251
mrdr,500.0,0.001938,0.002821,0.0,0.000232,0.000887,0.002566,0.025479
dr-os (oracle),500.0,0.000166,0.000496,0.0,7e-06,3.5e-05,0.000104,0.004838
dr-os,500.0,0.001706,0.002161,0.0,0.000231,0.000839,0.00236,0.013043
switch-dr (oracle),500.0,0.000158,0.00032,0.0,9e-06,4.6e-05,0.000179,0.003881
switch-dr,500.0,0.002045,0.003261,0.0,0.000229,0.001058,0.002813,0.043715
