,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.003188,0.006204,0.0,2.5e-05,0.000383,0.003768,0.053262
dr-ibt,500.0,0.005569,0.007181,0.0,0.000553,0.002753,0.007514,0.041476
dr-ibt (tau=0),500.0,0.050589,0.047648,1e-06,0.011862,0.036891,0.076842,0.212015
dm,500.0,0.005174,0.004807,1e-06,0.001635,0.00377,0.007566,0.025929
dr,500.0,0.005551,0.007424,0.0,0.000599,0.002742,0.007438,0.043281
mrdr,500.0,0.005563,0.007121,0.0,0.000497,0.002738,0.007841,0.044536
dr-os (oracle),500.0,0.000831,0.00226,0.0,1.3e-05,5.7e-05,0.000277,0.022681
dr-os,500.0,0.004881,0.006598,0.0,0.00049,0.002231,0.006786,0.045132
switch-dr (oracle),500.0,0.000621,0.0018,0.0,1.1e-05,7.6e-05,0.000365,0.024937
switch-dr,500.0,0.005373,0.008697,0.0,0.000473,0.002177,0.006183,0.099336
