,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001079,0.002846,0.0,4e-06,3.1e-05,0.000432,0.024635
dr-ibt,500.0,0.004745,0.007026,0.0,0.000533,0.002195,0.005898,0.063026
dr-ibt (tau=0),500.0,0.013408,0.013202,0.0,0.003432,0.008773,0.021134,0.072534
dm,500.0,0.04927,0.014786,0.01226,0.039282,0.048073,0.058597,0.108318
dr,500.0,0.012372,0.07992,0.0,0.000541,0.002409,0.007348,1.0
mrdr,500.0,0.011319,0.08081,0.0,0.000506,0.001858,0.005286,1.0
dr-os (oracle),500.0,0.002081,0.004123,0.0,5.5e-05,0.000301,0.001795,0.029585
dr-os,500.0,0.004734,0.006171,0.0,0.000467,0.00222,0.006384,0.038829
switch-dr (oracle),500.0,0.00195,0.003835,0.0,7.5e-05,0.000415,0.001689,0.027909
switch-dr,500.0,0.012372,0.07992,0.0,0.000541,0.002409,0.007348,1.0
