,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.005741,0.010147,0.0,0.000126,0.001032,0.006908,0.061222
dr-ibt,500.0,0.012962,0.018349,0.0,0.001105,0.00574,0.016697,0.132256
dr-ibt (tau=0),500.0,0.045058,0.02028,0.001873,0.028916,0.044707,0.05746,0.110881
dm,500.0,0.055193,0.021682,0.006731,0.038368,0.055131,0.069349,0.123727
dr,500.0,0.011302,0.035763,0.0,0.000772,0.003868,0.011736,0.527389
mrdr,500.0,0.011089,0.032271,0.0,0.000879,0.003786,0.010923,0.401803
dr-os (oracle),500.0,0.006399,0.01135,0.0,0.000114,0.000891,0.007532,0.069065
dr-os,500.0,0.008749,0.012181,0.0,0.000774,0.003905,0.011828,0.076619
switch-dr (oracle),500.0,0.005743,0.010196,0.0,0.000181,0.00132,0.006608,0.068887
switch-dr,500.0,0.011302,0.035763,0.0,0.000772,0.003868,0.011736,0.527389
