,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001447,0.002413,0.0,6e-06,0.000236,0.001861,0.015716
dr-ibt,500.0,0.002897,0.003764,0.0,0.000349,0.001392,0.00403,0.021935
dr-ibt (tau=0),500.0,0.018571,0.016442,0.0,0.006211,0.01376,0.027582,0.093191
dm,500.0,0.004686,0.003284,1.6e-05,0.002138,0.004192,0.006478,0.019647
dr,500.0,0.002744,0.003565,0.0,0.000299,0.001377,0.00392,0.025324
mrdr,500.0,0.002843,0.00399,0.0,0.000303,0.00141,0.003666,0.030516
dr-os (oracle),500.0,0.0003,0.000948,0.0,9e-06,4.4e-05,0.000127,0.010471
dr-os,500.0,0.002548,0.003188,0.0,0.00032,0.001264,0.00387,0.024762
switch-dr (oracle),500.0,0.000256,0.000617,0.0,1e-05,6.3e-05,0.000261,0.009114
switch-dr,500.0,0.00287,0.00401,0.0,0.00038,0.001435,0.003806,0.03527
