,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001016,0.001573,0.0,8e-06,0.00041,0.001359,0.011272
dr-ibt,500.0,0.00192,0.002396,0.0,0.000199,0.000981,0.002869,0.015137
dr-ibt (tau=0),500.0,0.01146,0.008653,1.8e-05,0.004955,0.009692,0.016391,0.06053
dm,500.0,0.00393,0.00245,6e-06,0.002126,0.003521,0.005208,0.012738
dr,500.0,0.001752,0.002134,0.0,0.00027,0.001006,0.002358,0.013151
mrdr,500.0,0.001756,0.002097,0.0,0.000273,0.000975,0.002472,0.012334
dr-os (oracle),500.0,0.000103,0.000327,0.0,4e-06,2.1e-05,6.7e-05,0.003116
dr-os,500.0,0.001434,0.001741,0.0,0.000209,0.000838,0.002042,0.011743
switch-dr (oracle),500.0,0.000174,0.000288,0.0,1.3e-05,6.6e-05,0.000199,0.00244
switch-dr,500.0,0.00167,0.001835,0.0,0.000275,0.00107,0.002428,0.010489
