,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002088,0.003224,0.0,0.000122,0.00085,0.002489,0.027966
dr-ibt,500.0,0.002879,0.004161,0.0,0.000266,0.001317,0.003605,0.040341
dr-ibt (tau=0),500.0,0.045379,0.010232,0.016901,0.038681,0.044479,0.051953,0.079623
dm,500.0,0.056413,0.010947,0.026082,0.049314,0.055592,0.063297,0.090157
dr,500.0,0.002861,0.006205,0.0,0.000292,0.001356,0.003089,0.104757
mrdr,500.0,0.002234,0.005549,0.0,0.000188,0.000824,0.00255,0.103971
dr-os (oracle),500.0,0.002273,0.003455,0.0,5.6e-05,0.000812,0.002934,0.028684
dr-os,500.0,0.002569,0.003419,0.0,0.000257,0.001464,0.003246,0.028684
switch-dr (oracle),500.0,0.002003,0.003208,0.0,8.7e-05,0.000716,0.002476,0.028104
switch-dr,500.0,0.002861,0.006205,0.0,0.000292,0.001356,0.003089,0.104757
