,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002744,0.005504,0.0,1.2e-05,0.000244,0.00279,0.042343
dr-ibt,500.0,0.006136,0.008983,0.0,0.000549,0.002904,0.008131,0.08598
dr-ibt (tau=0),500.0,0.017291,0.013966,2.2e-05,0.007058,0.013509,0.025008,0.074589
dm,500.0,0.054807,0.01509,0.018582,0.044748,0.053031,0.064313,0.118975
dr,500.0,0.010995,0.076583,0.0,0.000691,0.002763,0.006989,1.0
mrdr,500.0,0.009897,0.07479,0.0,0.000537,0.002044,0.00579,1.0
dr-os (oracle),500.0,0.003931,0.006436,0.0,0.000105,0.000842,0.005437,0.049607
dr-os,500.0,0.005038,0.006509,0.0,0.000725,0.002696,0.007024,0.049607
switch-dr (oracle),500.0,0.003586,0.006045,0.0,0.000122,0.000781,0.004507,0.047202
switch-dr,500.0,0.010995,0.076583,0.0,0.000691,0.002763,0.006989,1.0
