,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00255,0.004817,0.0,6.3e-05,0.000405,0.002854,0.038106
dr-ibt,500.0,0.005628,0.014111,0.0,0.000483,0.001957,0.005776,0.176098
dr-ibt (tau=0),500.0,0.038038,0.013996,0.008784,0.027525,0.036884,0.047614,0.086882
dm,500.0,0.051231,0.014598,0.017919,0.04044,0.050314,0.060801,0.101532
dr,500.0,0.012145,0.084242,0.0,0.000369,0.00199,0.005713,1.0
mrdr,500.0,0.011404,0.081904,0.0,0.000316,0.001599,0.004882,1.0
dr-os (oracle),500.0,0.002791,0.004898,0.0,6.4e-05,0.00041,0.003395,0.032105
dr-os,500.0,0.003908,0.005137,0.0,0.000385,0.001877,0.005229,0.032105
switch-dr (oracle),500.0,0.002636,0.004513,0.0,9.3e-05,0.000583,0.00303,0.029217
switch-dr,500.0,0.012145,0.084242,0.0,0.000369,0.00199,0.005713,1.0
