,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,8.1e-05,0.000282,0.0,1e-06,6e-06,3.2e-05,0.00241
dr-ibt,500.0,0.00204,0.002424,0.0,0.000246,0.001131,0.002818,0.012827
dr-ibt (tau=0),500.0,0.002376,0.002004,1e-06,0.000794,0.001855,0.003481,0.011295
dm,500.0,0.003869,0.002274,7.2e-05,0.002122,0.003467,0.005242,0.012222
dr,500.0,0.002522,0.007358,0.0,0.000225,0.001103,0.002656,0.121745
mrdr,500.0,0.00226,0.005365,0.0,0.000264,0.001072,0.002506,0.074013
dr-os (oracle),500.0,7.9e-05,0.000214,0.0,5e-06,2.7e-05,8e-05,0.002916
dr-os,500.0,0.001746,0.002106,0.0,0.000276,0.001041,0.002352,0.01221
switch-dr (oracle),500.0,0.000117,0.000264,0.0,6e-06,3.5e-05,0.000134,0.004245
switch-dr,500.0,0.002609,0.006215,0.0,0.000271,0.001139,0.003139,0.070925
