,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000227,0.00056,0.0,5e-06,2.9e-05,0.000149,0.004081
dr-ibt,500.0,0.001219,0.001721,0.0,0.00013,0.00054,0.001579,0.010973
dr-ibt (tau=0),500.0,0.004901,0.002663,5e-05,0.002931,0.004374,0.006483,0.017641
dm,500.0,0.006023,0.002927,0.000642,0.00372,0.005614,0.007955,0.017426
dr,500.0,0.001792,0.005955,0.0,0.000123,0.0005,0.001518,0.058535
mrdr,500.0,0.002262,0.010269,0.0,0.000141,0.000509,0.001526,0.131087
dr-os (oracle),500.0,0.000231,0.000608,0.0,6e-06,3.4e-05,0.00013,0.00677
dr-os,500.0,0.001059,0.001571,0.0,8.1e-05,0.000433,0.00137,0.012473
switch-dr (oracle),500.0,0.000212,0.000504,0.0,5e-06,3.9e-05,0.00017,0.006362
switch-dr,500.0,0.002027,0.007491,0.0,9.6e-05,0.000583,0.001587,0.091891
