,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000574,0.001364,0.0,1e-06,2.2e-05,0.000314,0.009666
dr-ibt,500.0,0.00378,0.005365,0.0,0.000434,0.001856,0.004954,0.039537
dr-ibt (tau=0),500.0,0.003911,0.0041,1e-06,0.000691,0.002348,0.005894,0.019931
dm,500.0,0.005662,0.005143,1e-06,0.001832,0.004456,0.008162,0.034429
dr,500.0,0.01038,0.078747,0.0,0.000389,0.001606,0.004461,1.0
mrdr,500.0,0.00963,0.077199,0.0,0.000435,0.001686,0.005028,1.0
dr-os (oracle),500.0,0.000866,0.002148,0.0,9e-06,6.3e-05,0.000511,0.016494
dr-os,500.0,0.003114,0.004221,0.0,0.000349,0.001449,0.004309,0.032098
switch-dr (oracle),500.0,0.000693,0.0016,0.0,1.5e-05,0.000111,0.000486,0.012704
switch-dr,500.0,0.009545,0.07003,0.0,0.000309,0.001451,0.004907,1.0
