,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000723,0.00142,0.0,3e-06,7.1e-05,0.000687,0.009148
dr-ibt,500.0,0.001572,0.002078,0.0,0.000202,0.000816,0.002189,0.01485
dr-ibt (tau=0),500.0,0.012198,0.013792,0.0,0.002521,0.005165,0.023855,0.071208
dm,500.0,0.056747,0.008018,0.034993,0.051247,0.056465,0.06207,0.077472
dr,500.0,0.002253,0.006141,0.0,0.000221,0.000816,0.002265,0.098987
mrdr,500.0,0.001966,0.006555,0.0,0.000132,0.00072,0.001848,0.110533
dr-os (oracle),500.0,0.001617,0.002076,0.0,0.00011,0.000755,0.002349,0.012507
dr-os,500.0,0.001712,0.002046,0.0,0.000264,0.00091,0.002434,0.012507
switch-dr (oracle),500.0,0.001361,0.001861,0.0,0.000104,0.000534,0.001878,0.011247
switch-dr,500.0,0.002253,0.006141,0.0,0.000221,0.000816,0.002265,0.098987
