,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.003554,0.008823,0.0,1.1e-05,0.00021,0.002974,0.094126
dr-ibt,500.0,0.011489,0.017196,0.0,0.001344,0.005347,0.014813,0.14043
dr-ibt (tau=0),500.0,0.014749,0.019804,0.0,0.001445,0.00699,0.019143,0.125682
dm,500.0,0.048926,0.022817,0.003744,0.031676,0.046528,0.063283,0.11879
dr,500.0,0.010388,0.014757,0.0,0.000912,0.00401,0.012918,0.091108
mrdr,500.0,0.009361,0.013406,1e-06,0.000692,0.004351,0.012212,0.087893
dr-os (oracle),500.0,0.004284,0.009732,0.0,0.000108,0.000611,0.002828,0.081644
dr-os,500.0,0.009713,0.013749,0.0,0.00091,0.003858,0.012284,0.081644
switch-dr (oracle),500.0,0.004165,0.009249,0.0,0.000135,0.000763,0.003259,0.081226
switch-dr,500.0,0.010388,0.014757,0.0,0.000912,0.00401,0.012918,0.091108
