,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.008371,0.015124,0.0,3.2e-05,0.000666,0.009814,0.093847
dr-ibt,500.0,0.018368,0.025065,0.0,0.00198,0.008694,0.024694,0.18663
dr-ibt (tau=0),500.0,0.027994,0.025585,0.0,0.007515,0.020518,0.041305,0.144108
dm,500.0,0.044948,0.028925,2.6e-05,0.023002,0.040309,0.061045,0.156332
dr,500.0,0.020267,0.03155,2e-06,0.00192,0.009314,0.027437,0.280877
mrdr,500.0,0.022078,0.030675,0.0,0.002016,0.009735,0.028408,0.195212
dr-os (oracle),500.0,0.008326,0.01509,0.0,0.000137,0.000772,0.01029,0.110236
dr-os,500.0,0.019105,0.029044,0.0,0.001622,0.008915,0.02632,0.24896
switch-dr (oracle),500.0,0.00801,0.013873,0.0,0.000327,0.001691,0.009319,0.091673
switch-dr,500.0,0.020267,0.03155,2e-06,0.00192,0.009314,0.027437,0.280877
