,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.072295,0.058587,4e-06,0.026629,0.060161,0.105537,0.281217
dr-ibt,500.0,0.090393,0.063043,5e-05,0.04307,0.077335,0.125055,0.341745
dr-ibt (tau=0),500.0,0.281737,0.040592,0.176962,0.251852,0.283067,0.309628,0.39574
dm,500.0,0.312327,0.041277,0.209274,0.284934,0.31195,0.337509,0.433661
dr,500.0,0.072562,0.063226,1.1e-05,0.021107,0.059367,0.106484,0.334916
mrdr,500.0,0.073773,0.067951,1e-06,0.01953,0.055953,0.110561,0.396397
dr-os (oracle),500.0,0.079812,0.065202,0.0,0.028209,0.064726,0.116055,0.31326
dr-os,500.0,0.080143,0.066392,0.0,0.028209,0.064726,0.116055,0.361027
switch-dr (oracle),500.0,0.071781,0.057604,0.0,0.027381,0.060376,0.106607,0.345376
switch-dr,500.0,0.072258,0.058489,0.0,0.027381,0.060376,0.106781,0.372986
