,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.044971,0.015026,0.010957,0.034959,0.043363,0.053866,0.107186
dr-ibt,500.0,0.056522,0.015086,0.020891,0.046046,0.055394,0.065771,0.119166
dr-ibt (tau=0),500.0,0.045595,0.01547,0.010957,0.035249,0.043927,0.054739,0.107186
dm,500.0,0.311048,0.011873,0.28209,0.302452,0.311343,0.319142,0.349648
dr,500.0,0.055971,0.01856,0.007397,0.042527,0.05528,0.067693,0.116152
mrdr,500.0,0.055202,0.015841,0.017813,0.04363,0.054365,0.065094,0.101607
dr-os (oracle),500.0,0.059876,0.018826,0.011598,0.046842,0.059253,0.071555,0.124832
dr-os,500.0,0.059876,0.018826,0.011598,0.046842,0.059253,0.071555,0.124832
switch-dr (oracle),500.0,0.056629,0.01816,0.015227,0.044195,0.055068,0.066644,0.121581
switch-dr,500.0,0.056675,0.018175,0.015227,0.044324,0.055068,0.06676,0.121581
