,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.067773,0.056943,1e-06,0.021643,0.05508,0.096935,0.29617
dr-ibt,500.0,0.082154,0.058285,0.000424,0.03865,0.068544,0.112754,0.320395
dr-ibt (tau=0),500.0,0.248377,0.07141,0.084297,0.195713,0.244082,0.299637,0.501854
dm,500.0,0.314607,0.042607,0.209353,0.287083,0.314649,0.34086,0.45596
dr,500.0,0.071545,0.058968,2e-06,0.025984,0.059547,0.098538,0.353774
mrdr,500.0,0.072553,0.068924,1e-05,0.018885,0.054027,0.105396,0.396831
dr-os (oracle),500.0,0.075429,0.060367,2e-06,0.029122,0.062978,0.106651,0.294151
dr-os,500.0,0.075429,0.060367,2e-06,0.029122,0.062978,0.106651,0.294151
switch-dr (oracle),500.0,0.073877,0.06159,4.4e-05,0.023568,0.059075,0.109056,0.353436
switch-dr,500.0,0.07618,0.063419,4.4e-05,0.025444,0.059666,0.115062,0.374948
