,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.047746,0.034156,0.000139,0.022399,0.041656,0.066103,0.202968
dr-ibt,500.0,0.061911,0.03738,0.003432,0.034323,0.054426,0.081491,0.223147
dr-ibt (tau=0),500.0,0.053833,0.038686,0.000139,0.024619,0.045534,0.076065,0.213423
dm,500.0,0.311703,0.024537,0.240223,0.295319,0.308976,0.328027,0.414601
dr,500.0,0.06119,0.037282,0.001013,0.032561,0.057168,0.084818,0.198857
mrdr,500.0,0.062046,0.041496,2.1e-05,0.031844,0.053136,0.084327,0.229152
dr-os (oracle),500.0,0.063257,0.036697,0.000304,0.036771,0.056662,0.08631,0.174336
dr-os,500.0,0.063257,0.036697,0.000304,0.036771,0.056662,0.08631,0.174336
switch-dr (oracle),500.0,0.061172,0.036383,0.000702,0.034832,0.05527,0.082429,0.205135
switch-dr,500.0,0.061267,0.03641,0.000702,0.034832,0.055667,0.082429,0.205135
