,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.069927,0.060316,1.6e-05,0.02339,0.056474,0.099423,0.362374
dr-ibt,500.0,0.090917,0.065179,0.0,0.044374,0.07756,0.123088,0.433773
dr-ibt (tau=0),500.0,0.255283,0.074559,0.069689,0.202861,0.250657,0.30367,0.504583
dm,500.0,0.312285,0.042391,0.213174,0.280723,0.309798,0.340867,0.469618
dr,500.0,0.074594,0.06605,2e-06,0.027326,0.06142,0.105276,0.391589
mrdr,500.0,0.076427,0.074184,1e-06,0.023324,0.058145,0.107869,0.422769
dr-os (oracle),500.0,0.077704,0.070617,4e-06,0.021447,0.060028,0.11008,0.357547
dr-os,500.0,0.077981,0.071536,4e-06,0.021447,0.060028,0.11008,0.389091
switch-dr (oracle),500.0,0.073115,0.064195,2e-06,0.022969,0.054747,0.109555,0.330536
switch-dr,500.0,0.074494,0.067027,2e-06,0.022969,0.055606,0.109684,0.413531
