,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,7.3e-05,0.000173,0.0,1e-06,5e-06,5.5e-05,0.001533
dr-ibt,500.0,0.000191,0.00025,0.0,2e-05,9.4e-05,0.000274,0.001569
dr-ibt (tau=0),500.0,0.003764,0.001357,0.000436,0.002855,0.003891,0.004833,0.006788
dm,500.0,0.642393,0.010537,0.607337,0.636269,0.642665,0.64911,0.671654
dr,500.0,0.003208,0.004867,0.0,0.000217,0.001367,0.004618,0.045456
mrdr,500.0,0.000253,0.000356,0.0,2.6e-05,0.000128,0.000322,0.002719
dr-os (oracle),500.0,0.00322,0.004668,0.0,0.000242,0.0014,0.004354,0.040545
dr-os,500.0,0.00322,0.004668,0.0,0.000242,0.0014,0.004354,0.040545
switch-dr (oracle),500.0,0.002297,0.003775,0.0,0.000144,0.000749,0.002867,0.030469
switch-dr,500.0,0.003208,0.004867,0.0,0.000217,0.001367,0.004618,0.045456
