,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,5.4e-05,0.000152,0.0,0.0,3e-06,3.3e-05,0.001596
dr-ibt,500.0,0.000186,0.000266,0.0,2.1e-05,8.5e-05,0.000241,0.002105
dr-ibt (tau=0),500.0,0.00069,0.000703,0.0,0.000358,0.000555,0.000763,0.005093
dm,500.0,0.6446,0.010172,0.615105,0.63836,0.644402,0.651953,0.672903
dr,500.0,0.003205,0.004487,0.0,0.000299,0.001316,0.004106,0.02907
mrdr,500.0,0.000279,0.000389,0.0,3.4e-05,0.000136,0.000347,0.003071
dr-os (oracle),500.0,0.00321,0.004403,0.0,0.000293,0.001435,0.004368,0.025152
dr-os,500.0,0.00321,0.004403,0.0,0.000293,0.001435,0.004368,0.025152
switch-dr (oracle),500.0,0.00247,0.003659,0.0,0.000189,0.000966,0.003201,0.022027
switch-dr,500.0,0.003205,0.004487,0.0,0.000299,0.001316,0.004106,0.02907
