,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.046706,0.030498,1e-06,0.024392,0.039568,0.062478,0.196682
dr-ibt,500.0,0.060296,0.033945,6.3e-05,0.033895,0.054541,0.078307,0.208797
dr-ibt (tau=0),500.0,0.052815,0.035424,1e-06,0.026942,0.044734,0.070492,0.245816
dm,500.0,0.317309,0.024358,0.253637,0.30081,0.317304,0.333363,0.384872
dr,500.0,0.064272,0.040545,0.001068,0.033968,0.059568,0.086876,0.264413
mrdr,500.0,0.063715,0.044977,5e-06,0.03204,0.055609,0.088536,0.39162
dr-os (oracle),500.0,0.065435,0.03977,0.003422,0.035396,0.059764,0.087103,0.278324
dr-os,500.0,0.065435,0.03977,0.003422,0.035396,0.059764,0.087103,0.278324
switch-dr (oracle),500.0,0.061957,0.039502,0.00052,0.032938,0.055798,0.083,0.239644
switch-dr,500.0,0.062054,0.03962,0.00052,0.032938,0.055798,0.083,0.239644
