,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,5e-05,0.000125,0.0,1e-06,6e-06,3.4e-05,0.001057
dr-ibt,500.0,0.000168,0.00022,0.0,2.2e-05,9e-05,0.000223,0.001501
dr-ibt (tau=0),500.0,0.003872,0.001181,0.000198,0.003352,0.004083,0.004659,0.006583
dm,500.0,0.641321,0.010908,0.607197,0.634319,0.641531,0.648355,0.673092
dr,500.0,0.003138,0.004764,0.0,0.000339,0.001278,0.0042,0.037832
mrdr,500.0,0.000235,0.000339,0.0,2.9e-05,0.000111,0.000298,0.002447
dr-os (oracle),500.0,0.003142,0.004725,0.0,0.000238,0.001176,0.004171,0.03374
dr-os,500.0,0.003142,0.004725,0.0,0.000238,0.001176,0.004171,0.03374
switch-dr (oracle),500.0,0.002296,0.003979,0.0,0.000118,0.000815,0.002636,0.033398
switch-dr,500.0,0.003138,0.004764,0.0,0.000339,0.001278,0.0042,0.037832
