,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.019104,0.031064,0.0,0.000605,0.007255,0.024598,0.281899
dr-ibt,500.0,0.020056,0.031061,0.0,0.001642,0.008058,0.024834,0.284161
dr-ibt (tau=0),500.0,0.029928,0.036971,0.0,0.00425,0.016507,0.041595,0.288066
dm,500.0,0.603692,0.038198,0.483422,0.577341,0.607259,0.629934,0.721644
dr,500.0,0.032132,0.046141,0.0,0.003257,0.01366,0.041804,0.328348
mrdr,500.0,0.018541,0.026972,0.0,0.001923,0.008015,0.023831,0.199325
dr-os (oracle),500.0,0.030561,0.042855,0.0,0.002901,0.013905,0.041067,0.332601
dr-os,500.0,0.031519,0.045403,0.0,0.002901,0.013905,0.041067,0.332601
switch-dr (oracle),500.0,0.023322,0.037975,0.0,0.002294,0.00957,0.028733,0.328348
switch-dr,500.0,0.032132,0.046141,0.0,0.003257,0.01366,0.041804,0.328348
