,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.042641,0.019995,0.003345,0.027457,0.041473,0.057262,0.098067
dr-ibt,500.0,0.05864,0.015273,0.023998,0.047717,0.057781,0.067908,0.118914
dr-ibt (tau=0),500.0,0.051158,0.031845,0.003345,0.027748,0.045855,0.066353,0.185078
dm,500.0,0.318537,0.012055,0.281232,0.309762,0.318357,0.32704,0.356094
dr,500.0,0.061371,0.018965,0.014771,0.047462,0.060612,0.075188,0.113842
mrdr,500.0,0.060553,0.017137,0.016727,0.048253,0.059591,0.0729,0.116171
dr-os (oracle),500.0,0.063373,0.019106,0.011278,0.050532,0.062596,0.075265,0.120979
dr-os,500.0,0.063373,0.019106,0.011278,0.050532,0.062596,0.075265,0.120979
switch-dr (oracle),500.0,0.059962,0.019277,0.011387,0.045843,0.059368,0.072344,0.124939
switch-dr,500.0,0.060094,0.019313,0.011387,0.045843,0.059459,0.072658,0.124939
