,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.018217,0.029584,0.0,0.000661,0.005223,0.022263,0.165156
dr-ibt,500.0,0.021072,0.031486,0.0,0.001876,0.007475,0.02603,0.196342
dr-ibt (tau=0),500.0,0.102017,0.065712,0.001392,0.051589,0.087944,0.135907,0.392425
dm,500.0,0.611033,0.037694,0.503195,0.586287,0.612041,0.636403,0.72447
dr,500.0,0.029525,0.039048,0.0,0.003858,0.012541,0.041037,0.219286
mrdr,500.0,0.017863,0.023648,0.0,0.002067,0.008142,0.02439,0.157709
dr-os (oracle),500.0,0.028994,0.038454,0.0,0.003517,0.012383,0.038068,0.222951
dr-os,500.0,0.029097,0.038677,0.0,0.003517,0.012383,0.038068,0.222951
switch-dr (oracle),500.0,0.024631,0.035609,0.0,0.002698,0.009991,0.03171,0.219286
switch-dr,500.0,0.029525,0.039048,0.0,0.003858,0.012541,0.041037,0.219286
