,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.068762,0.059088,0.0,0.022047,0.055324,0.101628,0.28155
dr-ibt,500.0,0.088893,0.064127,0.000639,0.040664,0.076548,0.118608,0.327974
dr-ibt (tau=0),500.0,0.264834,0.074716,0.069144,0.211727,0.261447,0.316881,0.534662
dm,500.0,0.320376,0.043331,0.193188,0.289391,0.319685,0.347904,0.459707
dr,500.0,0.078936,0.064732,4e-06,0.027476,0.064982,0.115039,0.399267
mrdr,500.0,0.08077,0.077205,0.0,0.022177,0.061109,0.114383,0.413371
dr-os (oracle),500.0,0.074893,0.063394,3e-06,0.023618,0.062143,0.109569,0.36052
dr-os,500.0,0.07494,0.063608,3e-06,0.023618,0.062143,0.109569,0.376891
switch-dr (oracle),500.0,0.071416,0.059794,0.0,0.020092,0.057967,0.10898,0.346782
switch-dr,500.0,0.072888,0.061641,0.0,0.021046,0.058527,0.110399,0.346782
